Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
LP001487,-0.08329847328593815,-0.5544873301529852,-0.5206224701729736,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP001073,-0.19289757089118253,-0.19879368760917582,-0.4254282484081714,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,0,1
LP002734,0.11951719612406565,0.7814159080932835,2.1210171838002876,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP001765,-0.4771343935295966,0.14800761387103836,-0.49682391473177306,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,1,0
LP002556,-0.4863086079778681,-0.5544873301529852,-0.841902968629181,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002224,-0.3824433944027935,-0.5544873301529852,-0.8895000795115822,2.1372759162519452,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP001931,-0.2096077472076772,-0.5544873301529852,-0.36593185980517007,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP002345,-0.717302221764706,0.3939150455912297,-0.4016296929669709,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002262,0.6717721408584136,-0.5544873301529852,1.537952575490874,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,0
LP002600,-0.41094898929563733,-0.5544873301529852,-0.6039174142171756,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,1,1,0
LP001492,1.571991933595062,-0.5544873301529852,1.145276410711065,0.2732312961117544,-2.428760260810931,1,0,0,0,0,0,0,1,0
LP001207,-0.4578030130850243,0.6251159132447058,0.2290320262248437,-2.5228356340985316,-2.428760260810931,1,1,0,0,0,1,1,0,0
LP002517,-0.4505947017328109,-0.04146765340710626,-0.3897304152463706,-2.5228356340985316,-2.428760260810931,1,1,1,0,0,1,0,0,0
LP001451,0.8370718261853068,0.7622631734947707,0.16953563762184234,-2.5228356340985316,-2.428760260810931,1,1,1,0,0,0,1,0,1
LP002943,-0.39587706555919117,-0.5544873301529852,-0.6872123582613775,0.2732312961117544,-2.428760260810931,1,0,0,0,0,0,0,1,0
LP002689,-0.5261181456730466,0.041299521107895545,-1.1988813002471892,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,1,0
LP001222,-0.2027270863714735,-0.5544873301529852,-0.3540325820845698,0.2732312961117544,-2.428760260810931,0,0,0,0,0,0,0,1,0
LP001030,-0.6724141010713773,-0.18306108418896885,-1.532061076423997,-3.4548579441686273,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP001541,0.09772843680942066,-0.5544873301529852,0.16953563762184234,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,0
LP001119,-0.2954521824022184,-0.5544873301529852,-0.7824065800261797,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002571,-0.28054408392377705,-0.5544873301529852,-0.4254282484081714,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,0,0
LP002225,-0.002041145315532749,-0.5544873301529852,-0.18744269399616592,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP001643,-0.49482752139412034,0.1767367157688076,-1.0441906898793858,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001722,-0.8606493225189494,0.061136281942069534,-0.12794630539316454,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001164,-0.19224226985916312,-0.5544873301529852,-0.4016296929669709,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP002112,-0.4756599662075529,1.0187730118677103,0.35992408115144675,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,1,0,0
LP001949,-0.1617707718702611,-0.12697093286475275,-0.4254282484081714,0.2732312961117544,0.41173269183271005,1,1,0,0,1,0,0,0,1
LP001836,-0.32379395203705735,-0.5544873301529852,-0.09224847223136372,0.2732312961117544,0.41173269183271005,0,0,0,1,0,0,0,0,1
LP002484,0.38278438573785895,-0.5544873301529852,-0.21124124943736647,-2.5228356340985316,0.41173269183271005,1,1,0,0,1,0,0,0,1
LP002455,-0.2530214405789623,-0.5544873301529852,-0.5920181364965753,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002983,0.437174371395469,-0.4724041818736446,1.276168465637668,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP001884,-0.41406166919772946,-0.0209468663372711,-0.6634138028201769,0.2732312961117544,0.41173269183271005,0,0,1,0,0,0,0,0,1
LP001677,-0.07871136606180236,-0.5544873301529852,0.240931303945444,0.2732312961117544,-2.428760260810931,1,0,0,1,0,0,0,1,0
LP001562,0.4144026605327949,-0.5544873301529852,1.537952575490874,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP002296,-0.4338845254163163,-0.5544873301529852,-0.9608957458351838,-0.6587910139583409,0.41173269183271005,1,0,0,0,0,1,0,0,0
LP002529,0.21240611741281537,0.04403562605054023,1.0024850780638617,-0.6587910139583409,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP001367,-0.38522842378887595,-0.20221381878748168,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002250,0.01384990471093766,-0.5544873301529852,-0.2469390825991673,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001003,-0.13441195378345122,-0.03873154846446157,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,0
LP002847,-0.04709309126686639,-0.05822629618080497,0.2290320262248437,0.2732312961117544,-2.428760260810931,1,1,0,0,0,0,0,0,1
LP001265,-0.25515116893302536,-0.5544873301529852,-0.41352897068757116,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP001692,-0.1630813739342999,-0.5544873301529852,-0.3064354712021687,0.2732312961117544,0.41173269183271005,0,0,0,0,0,1,0,1,0
LP001100,1.162592613840943,0.4715520233387727,2.0734200729178864,0.2732312961117544,0.41173269183271005,1,0,0,0,1,0,0,0,0
LP002626,-0.4791002966256548,0.47599819387057035,0.50271541379865,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,1,0,1
LP002368,0.08707979503910543,-0.5544873301529852,-0.1517448608343651,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002453,0.27547884174468246,-0.5544873301529852,-0.7348094691437785,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,1,1,0
LP002187,-0.4756599662075529,-0.5544873301529852,-0.5920181364965753,2.1372759162519452,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP001318,0.13868475131063304,1.3792548380611478,0.50271541379865,-2.5228356340985316,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002114,-0.2037100379195026,-0.5544873301529852,-0.8895000795115822,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP002832,0.5562753339649946,-0.5544873301529852,1.3356648542406693,0.2732312961117544,-2.428760260810931,1,1,0,1,0,0,0,0,1
LP002129,-0.47582379146555775,0.2861809134745951,0.16953563762184234,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP001800,-0.47402171362750445,0.12372468250506677,-0.06844991679016317,-2.5228356340985316,0.41173269183271005,1,1,1,0,0,1,0,0,1
LP001029,-0.5816549081366906,0.41682992448587897,-0.3778311375257703,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,0
LP002031,-0.32838105926119315,0.006414183089175776,-0.41352897068757116,-2.5228356340985316,0.41173269183271005,1,1,1,0,0,1,0,0,1
LP002243,-0.39210908462507965,0.5180658073637324,-0.21124124943736647,0.2732312961117544,-2.428760260810931,1,1,0,0,0,1,0,0,1
LP001894,-0.456000935246971,0.2058078307844074,0.05054286041583959,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP001577,-0.13441195378345122,-0.5544873301529852,-0.4016296929669709,0.2732312961117544,0.41173269183271005,0,1,0,0,0,0,0,0,0
LP002974,-0.355739877348003,0.11243824961665744,-0.44922680384937197,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002543,0.47993276373473476,-0.5544873301529852,1.192873521593466,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,1,0
LP002948,0.061686880048353744,-0.5544873301529852,0.5503125246810512,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP002619,-0.26039357718918055,-0.04728187641022622,-0.2588383603197676,-0.6587910139583409,0.41173269183271005,1,1,0,0,0,1,0,1,0
LP001807,0.13868475131063304,-0.10987027697322346,-0.44922680384937197,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,1,0,0
LP002836,-0.3391935262895132,-0.5544873301529852,-0.9013993572321825,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,1
LP002820,0.08511389194304723,0.14800761387103836,0.7763988013724563,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP001647,0.6429388954495601,-0.5544873301529852,0.50271541379865,-2.5228356340985316,0.41173269183271005,1,1,0,0,0,0,0,0,0
LP002527,1.8219892773104625,-0.20768602867277106,0.05054286041583959,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,1,0,0
LP002637,-0.29577983291822807,-0.11431644750502108,-0.5444210256141742,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,0,0,0
LP001198,0.4384849734595078,0.21504218496583322,0.40752119203384785,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002524,0.021058216063151045,1.0351896415235784,0.1933341930630429,0.2732312961117544,0.41173269183271005,1,0,0,1,0,0,0,0,0
LP002807,-0.28316528805185465,-0.4717201556379834,-0.44922680384937197,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,0,1,0
LP001841,-0.4620624697931504,0.1866550961858946,-0.49682391473177306,0.2732312961117544,0.41173269183271005,1,0,0,0,0,1,1,0,0
LP001046,0.09035630019920242,1.3693364576440608,2.013923684314885,0.2732312961117544,0.41173269183271005,1,1,1,0,0,0,0,0,1
LP002008,0.056116821276188854,-0.5544873301529852,-0.020852805907762065,-4.014071330210684,0.41173269183271005,1,1,0,1,0,0,1,0,0
LP002473,0.4800965889927396,-0.5544873301529852,0.16953563762184234,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP001560,-0.5800166555566422,-0.19845167449134524,-0.5682195810553747,0.2732312961117544,0.41173269183271005,1,1,0,0,0,1,0,1,0
LP001903,-0.23106885600631247,0.5652636176243533,0.7288016904900553,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP001656,1.0806799848385182,-0.5544873301529852,0.21713274850424344,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,1,0
LP002237,-0.28447589011589347,-0.5544873301529852,-0.3897304152463706,-2.5228356340985316,0.41173269183271005,1,0,1,0,0,0,0,0,1
LP002332,-0.5161248049347508,0.14082533839659606,-0.4254282484081714,0.2732312961117544,0.41173269183271005,1,1,0,0,0,1,0,0,0
LP002562,-0.011543010279814025,-0.1676704938865925,0.47891685835744946,0.2732312961117544,0.41173269183271005,1,1,1,0,0,1,0,0,1
LP002126,-0.36540556757028914,-0.5544873301529852,-0.8538022463497813,0.2732312961117544,0.41173269183271005,1,1,0,0,1,1,0,1,0
LP001996,2.429453333992445,-0.5544873301529852,3.9773045082139302,0.2732312961117544,0.41173269183271005,1,0,0,0,0,0,0,0,0
LP001469,2.4184770417061197,-0.5544873301529852,6.000181720715977,2.1372759162519452,0.41173269183271005,1,0,0,0,0,0,1,0,1
LP001343,-0.5970544823891465,0.6565811200851197,-0.17554341627556563,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002201,0.6421197691595358,2.1381819465272183,2.787376736153903,-0.6587910139583409,0.41173269183271005,1,1,0,1,0,0,1,0,0
LP001282,-0.4756599662075529,0.16989645341219586,-0.49682391473177306,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,1,0
LP002472,-0.17192793786656177,-0.5544873301529852,-0.11604702767256427,0.2732312961117544,0.41173269183271005,1,0,0,1,0,0,0,0,0
LP002097,-0.16701318012641628,0.058742190117255434,-0.3421333043639695,0.2732312961117544,0.41173269183271005,1,0,1,0,0,0,0,0,1
LP001716,-0.36540556757028914,0.478734298813215,-0.10414774995196399,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
LP002500,-0.4024300758793852,0.01462249791710984,-0.9013993572321825,-2.5228356340985316,-2.428760260810931,1,1,0,0,1,1,0,0,1
LP001430,-0.2027270863714735,-0.5544873301529852,-1.2107805779677896,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,1,0
LP001043,0.369678365097471,-0.5544873301529852,-0.49682391473177306,0.2732312961117544,-2.428760260810931,1,1,0,0,0,1,0,0,1
LP001245,-0.5780507524605839,0.08678726577936348,-0.580118858775975,0.2732312961117544,0.41173269183271005,1,1,0,1,0,1,1,1,0
LP001369,0.9851698594216909,-0.16938055947574543,0.9429886894608602,0.2732312961117544,0.41173269183271005,1,1,0,1,0,0,0,0,1
LP001888,-0.35492075105797877,-0.5544873301529852,-1.3773704660561934,0.2732312961117544,0.41173269183271005,0,0,0,0,0,0,0,0,1
LP002393,0.7607292559550469,-0.5544873301529852,-0.21124124943736647,-1.5908133240284363,0.41173269183271005,0,1,0,0,0,0,0,1,0
LP001350,1.35099166054652,-0.5544873301529852,-0.21124124943736647,0.2732312961117544,0.41173269183271005,1,1,0,0,0,0,0,0,1
